filename,audio_only_prediction,video_only_prediction,audio_video_prediction
unserer_0054-0516,So sollte ich hier rum.,(Applaus),So ist sich ja ruh.
unserer_0025-0437,Nicht nach unserer Auffahr.,"""Zeho, vielen, rieche ich ihn zu tun.""",Nach nach unserer Auffahr.
unserer_0045-0478,Was ist von den menschüble.,"""Schone Menschen, wie machstumsrum.""",Das ist von den Menschen beglesenden.
unserer_0055-0526,Salte und unserer toten.,Also nun von uns sprone ich anspangen.,Saltung uns nach Deutschland.
unserer_0069-0553,Eins unserer Geschäfte.,(Applaus),Eins unserer Geschäfte.
unserer_0055-0527,Das sind unsere gesellen.,(Applaus) (Musik),Das sind unserer Gesellschaft.
unserer_0089-0643,Das ist in unserer Person.,Vielen Dank.,Das ist unserer Faktition.
unserer_0108-0699,Ganzteil unserer Besundet.,(Applaus),Ganzteil unserer Gesundet.
unserer_0122-0739,Der Kalsweise sind unser Kitzs.,(Applaus),Der Kalsweise sind unser Kitzs.
unserer_0134-0784,(Englisch) '!,"""Das sind nur nicht, dass man Leute nicht belohnt, nicht ganz tun.""",Das funktioniert ungefähr.
unseres_0004-0963,"""Kick, da -- unseres Bundes.""",Haben Sie schon nicht an.,"""Wick von unseres Bunden?"""""""
unseres_0046-0152,Da ist das auch nicht.,Hitte schön im Hände hoch.,Das ist auch vor dem Min.
unseres_0061-0174,Leiter geht's.,(Applaus),Was erwercht.
unseres_0074-0188,"Bitte, Unser wir das vor.",Und nicht genüge uns.,Bittetzt es das vor.
unseres_0103-0224,Wir wollen molver uns aus Fand.,Wir wollen Ihnen auch aus der Nens 30 gelegt werden.,Also seidtes Landes.
unseres_0122-0241,Standteil unseres Maßkurs.,Das sind gucken uns über einem Balsiedelseite.,Standteil unseres Maßker.
unseres_0136-0252,"""Klar, cogorin, 'kule.""",Vielen Dank.,"""Klar, cogorin, unseres Polien."""
unseres_0188-0284,Meine Oma  unseres Bundes.,"""Mitte schön, wie wir spieen.""","Meine, unsere Bundeskundes."
unseres_0285-0361,Wirtschaft sagt uns das Lebens.,Was ist denn nicht gewint.,Wirtschaft sagt uns das Lebens.
unseres_0253-0339,Was Stärkan sind unseres Polit.,Ich habe also nicht im Kohlenbrududen.,Sterbanabt unseres Politisches Politisch
unsere_0033-0599,Lass das so kleine An.,Was ist ungefähr im Untertritnen.,Das war unsere kleine An.
unsere_0034-0600,"""Eine sehr, wolintol.""",Vielen Dank.,"""Ich setzte Centual."""
unsere_0071-0750,Ihr Hehr hat unserer Gesellschaft.,(Applaus),Wir hat unserer Gesellschaft.
unsere_0073-0763,Das ist jetzt unsere Gritt.,Das ist die Wunksinkier.,Das ist jetzt unsere Krippen.
unsere_0087-0827,"""Kaphaaturen, diacht here Tisch.""",(Applaus),"""Kaphaate, diun sch."""
unsere_0092-0865,Wir sind unsere beiden.,Was ist ungefähr?,Wir sind unsere beiden.
unsere_0134-1023,Das sind wir unsere Klimmer.,(Applaus),Das sind wir unsere Klimmer.
unsere_0141-1049,Das sind unser unserer Kac-Wi.,Wun Sie gehen?,Das ist unser Recht.
unsere_0165-1139,Denauschließung.,"""Sch nicht nicht, was man nicht leden kann.""",Man sitzen dan.
unsere_0167-1153,Choso für unsere Lande Land.,(Applaus),Choso für unsere Lande Land.
unser_0038-0331,Das ist unsere Kredosel.,Das ist die Hoche hoch en hoch.,Das ist unser Kredo.
unser_0052-0362,Das sind unser Hause.,(Applaus),(Lachen) unser Hause.
unser_0092-0450,Sie sehen Ideen unsere Land.,Vielen Dank.,Sie sehen Ideen unsere Land vorge.
unser_0121-0486,Und das ist unser Forsch.,Zekunde möchteen Musstudiert rüng,Und das ist unser Forsch.
unser_0130-0505,Das sind durch unserer Land.,Das ist ungefähr im Unternunteilen.,Der letzten Dank.
unser_0140-0523,Meine Damen und Herren und Herren.,"""Das sind die mutel, cunkanen.""","Meine Damen und Herren, ist unser."
unser_0167-0581,Damit uns unser Land.,Sie sind damit die Unverlohnen.,Damit unser Land.
unser_0190-0624,Die fühlung sind die Land getan.,Er wird man nicht aus der Uni gelernt.,Die viel für uns erland getan.
unser_0320-0805,Das sind unser Gesellschaft.,(Applaus),Das sind unser Gesellschaft.
unser_0217-0662,Die zwein Danken oder unsere Land vor.,"""Eh, Gelb!""",Die unseren Danken und unsere leicht lang.
unternehmen_0043-0192,Vielen Dank.,Das sind keine Lobhater.,Vielen Dank.
unternehmen_0069-0218,So wird der Unternehmen herrunter.,(Applaus),So wird der Unternehmen herrunter.
unternehmen_0079-1230,Das haben keine kleine Unternehmen.,(Lachen),Das haben keine kleine Unternehmen.
unternehmen_0079-1217,"""Rehr effizientes, das ist die.""",(Applaus) (Musik),"""Rehren Sie nicht, das ist die Bewegen."""
unternehmen_0079-1240,Das sind Unternehmen.,"""Werden Sie noch ernehmerung, ohne?""",Das sind ein Unternehmen.
unternehmen_0100-0295,Am Unternehmen?,Was ist denn nicht?,Beiunternehmen.
unternehmen_0115-0350,Damit dem Unternehmen nehmen.,"""Wir sind wortem Leben, das nehmen wollen.""",Damit dem Unternehmen nehmen.
unternehmen_0115-0359,Muss von der Courlisch!,Ich habe aus der Hause von Wunschentwischen maut,Muss man auch zwisch!
unternehmen_0163-0408,Wir sind total in Unternehmen wirklich.,(Applaus),Wir sind total in Unternehmen wirklich.
unternehmen_0186-0422,"""Er werden wir nicht entnehmen, sondern wir nehmen.""",Vielen Dank.,"""Das sind wir nicht in Hest."""
unter_0022-0477,Das ist zahlen Unter.,Jetzt ist keinen Urenbefahren.,Das ist zahlen Unter.
unter_0030-0502,Aber auch im Sinn des Gleich.,Sie sind wangen sind nicht.,Aber auch im Sinne des Gleich.
unter_0045-0558,Das war die Kohlen.,Hast uns die Konrdone Todel in dieser Do,Das Kardiardiie unterholern.
unter_0046-0560,Denn dieser Dank.,(Applaus),Denn die Holl.
unter_0064-0628,Vielen sich unter ein Gener.,Wo sind es schon eheren?,Ühn sich unter eingenerracht.
unter_0046-0563,"""Mittlerweile, aagisch.""",Und die Welt in der Hande Rändern entlassen.,"""Mittlerweile, oder den ersten is."""
unter_0080-0654,Irgendwannt verdingt.,(Applaus),Irgendwannt in den Danke.
unter_0096-0691,Wir überlegen und Kollegen und auch.,"""Schon, nicht nur keine Fühlung.""",Wir überlegen und Kollegen und dafür.
unter_0101-0706,Die sind grund einem neuen Katzigen.,Vielen Dank.,Die hat molle geschieben.
unter_0101-0708,Das ist ein der Fanter.,Das können diese Leute nicht mehr von ein Ziel.,Das ist ein der Fangen.
verantwortung_0061-0311,Das ist ungefähren und Betragen.,Was ist denn nicht?,Ihne Veranter ich fragen.
verantwortung_0023-0263,Das ist die Verantwortung ab.,Und die Leute im Beispiel.,Das foch die Verantwortung abge.
verantwortung_0102-0352,Und das verantwortung das.,Was ist aber eine Wahl in die Leute.,In der Verantwortung.
verantwortung_0141-0404,In der Verantwortung ist.,Was ist die Kondakelbt?,In der Verantwortung leben.
verantwortung_0181-0456,Ihre Verantwortung.,"""Belte schön, gern geschult.""",Ihre Antwort in Ihrer Verantwortung.
verantwortung_0216-0510,Die sind unsere Verantwort.,Das sind dien grund einem Glenzigen.,Das sind unsere Verantwort.
verantwortung_0232-0531,Die Verantwortung.,(Applaus) Wunfunder.,Die Verantwortung verantwortung.
verantwortung_0233-0535,Nach verantworten Betragen.,Haben Sie an ein Manspunkte Polikes.,Wir war dann nach Verantwortung getan.
verantwortung_0260-0554,Eine Verantwortung wird.,(Applaus) Í zu grünen und macht dann die,Eine Verantwortung Welt.
verantwortung_0260-0567,Das ist unverantwortrung.,Und nun hatten man schon hoch?,Das ist unverantwortung.
verehrten_0083-0317,Eine sehr vertritten.,(Applaus),Ein Keine sehr Welt beendet.
verehrten_0037-0272,Die Keine ist hier Abender.,(Applaus),Eine ist sehr verehrten Namen.
verehrten_0083-0319,"""Sehr, er hat da, oder Herren.""","""Das ist wirklich den Modrieren, das sind die Mutel in den Mo","""Sehr, er hat Damen und Herren."""
verehrten_0087-0341,Sein ist das verehrten Nahmen.,Lan ist das vielleicht gleiche Tebone.,Meine sehr verehrten Namen.
verehrten_0103-0383,Wer verwerten Daten?,(Applaus),Wer verwerten Daten?
verehrten_0104-0386,Wer hat sehr vertanten Damel].,(Applaus),Wer hat sehr vertan.
verehrten_0176-0541,Das ist ungefähr im Hinterkund-Kolie.,(Applaus),Das ist verehrten Kohllia.
verehrten_0191-0566,Vielleicht bin die Gäche.,Vielen Dank.,Weil ich sage nicht.
verehrten_0219-1467,Meine Schhefährten.,Hier ist es immer faligen Rotschießt.,Meine sehr verehrten Damen.
verehrten_0242-0639,Eine sehr verehrten Damitt.,(Applaus),Ein ist eine sehr verehrten.
verfahren_0006-0983,"""Einechtanes, der conen.""",Vielen Dank.,"""Wanden Sie Verfahren, were."""
verfahren_0023-0095,Das war es Verfahren ist.,(Applaus),Das Verfahren ist noch.
verfahren_0067-0134,Das war der Phaß.,(Applaus) Wärfchen.,Es war die wahrfahr.
verfahren_0074-0142,Klahnbar.,"""Banzte schön, ober Händerung.""",Was war planbar.
verfahren_0104-0170,Das macht man verfahren über Rott.,Was ist man Verwaniumbar?,Dass man verfahren überbrauen.
verfahren_0129-0207,(Beifall),Vielen Dank.,Auch verfahren.
verfahren_0128-0201,"""Ich verbanntlich, ungecht.""",Danke schön von allen Kernzern.,Weil ich verfahren.
verfahren_0185-0266,Wenn das damals auf uns?,(Applaus),Wenn das damals auf uns?
verfahren_0206-0294,"""Verpanantan, Gelohn, wilde Rolf","Der Wolkanen von Ihnen zu 3, von den R","""Veruan von """"Woban""""?"""
verfahren_0221-0302,"""Gen verfahren, abgefahren.""",(Applaus),"""Gen verfahren, Abschluss."""
verfassung_0010-0875,Das ist in der Verfassung.,Klass einfach: Ích in Rassung.,Das ist in der Verfassung.
verfassung_0076-0210,Wir haben unser Verfassung.,(Applaus),Wir haben unser Verfassung.
verfassung_0102-0223,Und das ist ungefähr.,(Applaus),Fürschüpfassung.
verfassung_0102-0227,Der Geschärbhab.,Vielen Dank.,Der Geschärkte.
verfassung_0182-0283,Ist der Verfassung auf.,Hier sehen wir die Hefektslauf.,Ist die Verfassung auf.
verfassung_0235-0312,"""Mitk Zupassung, nicht!""",Und nun geht man nicht mehr?,Fürschs Fassung.
verfassung_0231-0301,"""Das schön, da schöne Passtuh.""","""Man ist wate, vier?""",Hier schön fasstfass.
verfassung_0235-0322,Diese Verfahrt nun.,Weil der Lunde sind ohne Wohnen und Null.,Diese Verfahrt so.
verfassung_0235-0326,Das ist ungefährverhänte.,"""Es sind der Wute stimmen, die man im Nuten.""",Das ist ungefährverpassung.
verfassung_0235-0344,Danke Verpassung.,(Lachen),Danke Verpassung.
vergangenen_0025-0129,Ihr seid ihr Jahr mit einem Jahr.,Deiter haben wir hinten?,Sicher der vergangen in Ihrer.
vergangenen_0033-0135,(Applaus),Was macht man das?,Das war vergangen den Ja.
vergangenen_0027-0132,Doba vergangen Jahre.,Was nunvanter ich alles in der Stadt.,Doba vergangen Jahre.
vergangenen_0078-0169,Mal ein von Geinen Dochtu.,Vielen Danken in Kom Nochen und Hochen in Gelor,Der Val im Vergangen dort.
vergangenen_0107-0203,In der vergangenen so Roch.,(Lachen),In der vergangen so Wochen.
vergangenen_0103-0197,Der Hehron von den Äganen in den Rung.,Vielen Dank.,Der ist ehnher vergangen.
vergangenen_0148-0248,Die Landes lagstil.,Vielen Dank.,Die Landes nicht.
vergangenen_0168-0267,Jetzt vergange das schon: Äganen hier.,Vielen Dank.,Das sind der Vergangen im Plicken.
vergangenen_0189-0293,Letzte Jahr immer wieder.,(Applaus),Letzen Jahren immer wieder.
vergangenen_0218-0319,Das sind vergangen mit diesem Monaten.,Vielen Dank.,Das sind vergangen Monate.
vielen_0047-1218,Hier werden vielen Dank.,Welte schön.,Vielen Dank.
vielen_0023-1036,(Lachen) Vielen Dank vor.,Was ist der Verschiefer.,"""(Lachen) Vielen Dank für auch."""
vielen_0045-1193,Das hat einfach einen Kollegen.,"""Also ist wopoherraberent, das leboherat",Das hat einfach einen Kollegen.
vielen_0052-1265,(Applaus),(Applaus),(Applaus)
vielen_0064-1311,Das hier ist viel.,Vielen Dank.,Das ist ganz viel.
vielen_0070-1359,(Applaus),(Applaus),(Applaus) Wilr Röhk Zu.
vielen_0081-1422,Sie sind viernauf.,(Applaus),Ihre füherenaufganaufgargen.
vielen_0100-1579,Laila.,(Applaus),Oder.
vielen_0102-1600,(Englisch) ♪ Hehl.,(Applaus),Vielen Dank.
vielen_0104-1608,(Applaus) Danke schön.,Vielen Dank.,(Applaus) Danke schön.
viele_0030-0660,Diese Dinge können es viele Fehler.,(Applaus),Wie gibt wie viele Welt.
viele_0036-0675,Wie vielschnieß.,(Applaus),Wie vielschnieß.
viele_0032-0663,Dochen Sie sich nicht ausgetausch.,"""Böbüren sind nicht nennen, lechnet",Das hoffen sich nicht ausgetausch.
viele_0044-0726,Zemlich viele gute.,Was ist denn die großen Rotsachen.,Zemlich viele gute gut.
viele_0055-0786,Nicht so viele Dauer auch.,Lie schön nun die Schlauber.,Nicht so viele Dauer auf.
viele_0067-0800,Sie sind sehr viele Detm.,Es war ein paar Tage still.,Wir sind sehr viele Detteil.
viele_0091-0887,Ähnlich so viele Steuer!,Es ist ungefähr schon immer nach Rot gehen.,Es ist so viele Steuerbar.
viele_0081-0848,(Lachen) viele Stille stehen.,Das ist ungefähr im Stelle voranst von Geschangert.,Das funktioniert ganz gute stehen.
viele_0091-0886,Liemand ruhig) Sießer.,Das macht man mal machbar.,Wir können viele Markt.
viele_0104-0940,"""Sehen, viele sehen viele Sponkreich.""",Sie sind Krinotlich von Moarenteuer an Zemlich,"""Sehen, viele Punkte."
vielleicht_0070-0546,Das ist vielleicht.,Hofüren kennen hoch hochsion.,Und vielleicht verdauut.
vielleicht_0028-0443,Nach 30 verlasset.,"""Er erken, weil das nicht.""",Nach 30 vielleicht dieser Gekrenen.
vielleicht_0092-0607,Wenn es vielleicht so hin?,(Applaus),Wenn vielleicht vielleicht sind?
vielleicht_0106-0653,"""Garter hier, getrücker.""",Vielen Dank.,Der hier ist vielleicht vor seiner.
vielleicht_0104-0642,"""B., da kann vielleicht auch ganz.""",B. huert das mit diesem Noten.,"""B., da hat vielleicht irgendwas."""
vielleicht_0117-0694,Und zwar hat Nachrichtigen.,(Lachen) Wenn!,Der Einklärzimme.
vielleicht_0131-0744,Mus muss man vielleicht auchmal?,Harüber lernt man das noch.,Mus muss man vielleicht auchmal?
vielleicht_0150-0795,Stelle Lolzimmen!,Vielen Dank.,Stelle Molzstellen wollten.
vielleicht_0150-0796,Da habe ich vielleicht nicht.,Was haben Sie damit nicht.,Da glaube ich vielleicht nicht fange.
vielleicht_0167-0859,"""(Englisch) """"Wenner isogal.""",Vielen Dank.,"""Wie, weniger vielleicht für diesen Schließt."""
vielmehr_0004-0834,So sollten wir glauben daraben.,(Applaus),So sollten wir glauben daraben.
vielmehr_0004-0835,Das ist viel mehr sehen.,(Applaus),Das waren viel mehr sehen.
vielmehr_0054-0118,"""B., ramet!""",Wir haben man damit?,"""B., nunten."""
vielmehr_0036-0101,Gesetz viel mehr leglich.,Wir sind die Konfrechen von uns gewinnen?,Gesetz viel mehr jeglich.
vielmehr_0015-0845,Aus muss drücken mit dem ewgrach?,Das wollen die Löusen lose in der Kinder lösen.,Auchtrückende im Krankran.
vielmehr_0055-0120,"""Wien, viel mehr Mehrholen.""",Sie machen nicht mehr mit diesem Landvoll.,Das ist viel mehr wollen.
vielmehr_0113-0162,Die Frage sind die Apps.,(Applaus),Die Frage sind die Apps.
vielmehr_0145-0191,"""Und so hören das hier.""""""",Vielen Dank.,"""Und so, sondern das hier."""
vielmehr_0165-0206,Das hat schon mal ein Welt.,(Applaus),Das ist schon mal ein Welt.
vielmehr_0178-0216,Licht im Kommunik.,Haben Sie im Obruchbursuch im Olkoholung,Haben sich im Kommonat.
viel_0141-0018,Soviel zur Tabper.,Also se Sepfer ins Appel.,Soviel zur Tepper.
viel_0160-0088,Sie alles viel zu lange.,Lasser ging es nehmlich noch die Unianger?,Sie alles viel zu lange.
viel_0168-0127,"""""""Du hast so viel Geld.""""""",Vielen Dank.,"""""""Du hast so viel Geld."""""""
viel_0193-0235,(Echter) Ja!,Vielen Dank.,(Echter) Ja!
viel_0196-0251,Das ist von der Land.,Sie ändert sich die Ende durchsehen.,Das ist von der Land.
viel_0215-0334,Wie viel mehr die viel?,"""Werhalb ist noch mehr, weil mir auch lechter mit Rund","""Wied, wie viel mehr groß."""
viel_0215-0338,Das ist sehr vielten.,(Applaus) Wanührt.,Ein ist sehr viel Prünus.
viel_0229-0398,(Echter) wer wäre ich nicht mehr.,(Englisch) (Echt nicht an.,Das werden viel mehr mehr.
viel_0244-0434,Und noch viel mehr.,"""Das ist ungefährem, die runden sie nicht.""",Und noch viel mehr.
vier_0001-1300,250 % ist.,Und 50 % %.,25 aber %isch.
viel_0252-0469,Das ist toten wir nicht von Ihnen gewektet.,Vielen Dank.,Das war von Ihnen Exper.
vier_0017-1332,Hier z.,Vielen Dank.,Hier ist hier z.
vier_0191-0078,Gut 4ch.,Und nun hatten wir nicht ohne Wendig.,Gut 4 %.
vier_0198-0093,Das sind drei drei Fierk.,Was ist der Verschiebieren?,Der 24.
vier_0205-0100,Wir haben jetzt hier getan.,"""Ich bin auch viel, dass ich nicht an Rott.""",Wir haben jetzt in Themenfie.
vier_0235-0128,♪ All da.,"Houm rum, warum' vor Rocht.",Warum.
vier_0250-0141,Und vier entwirkt.,Vielen Dank.,Und vier entwierkt.
vier_0258-0144,"""Fürst vier, Produkte Produkt.""",Verm ihnen die Bruch.,"""Koduer, Produkte Produkt."""
vier_0279-0770,"""Wenn wir sagen, dass wir es sagen.""",Er mitde Entakent.,"""Wenn wir sagen, dass wir es reuen."""
vier_0282-0184,Das ist die vierkormon.,(Applaus),Er mel kaum lomonen.
vorschlag_0023-0081,Das ist total!,Was haben alle Hunden haben?,Sie haben...
vorschlag_0030-0109,Jetzt singt ein Vorschlag auf dem Ter.,Das ist ein Vorstandslaufgersteller auf dem liganst,Weil ich ist ein Vorschlag auf dem Theker.
vorschlag_0032-0130,Auch setzt euch vorstellen.,Das ist sich über Vorstehen.,Ich hat intervor vorstellen.
vorschlag_0045-0149,Denken Sie sich vorstellen.,Vielen Dank.,Hier sehen Sie sich vorstellen.
vorschlag_0142-0204,Was sind der Vorschlag.,(Applaus),Es hat dem Vorschlag.
vorschlag_0045-0160,Das ist sehr Vorschläge ich.,(Applaus),Das ist sehr Vorschläge ich.
vorschlag_0129-0194,Wir werden grenzschuldigung.,"""Wel von Ihnen Sie die Türdig holen, lib",Wir werden entschuldigung.
vorschlag_0174-0234,Diesensonder.,(Applaus),Diesondern samplich.
vorschlag_0199-0615,Hier folgeschladuar.,Vielen Dank.,Hier folgeschlagen.
vorschlag_0229-0265,"""""""Tes später nicht später.""""""",Liech spannenden lesen und raglich sein,"""""""Tagt nicht später."""""""
waren_0022-0428,Der Monate im Monate.,Vielen Dank.,Der Monate im Monate waren das Knappen.
waren_0040-0481,Hier ist wir auch nicht im Handel.,(Applaus),So sind singt an meinen heimen.
waren_0107-0624,"""Mitte, vanivare cuan sehr.""",Oder ist der Welt schon nicht nach Restt oder Welt.,Auch im totiva ca.
waren_0123-0677,Der Moll!,Ich leiden hier nicht von Ihnen.,"""Schön war, waren in."
waren_0137-0724,Dabei waren da da.,Das wäre grobieren die?,Dabei waren weil da.
waren_0131-0697,"""Wiegt nicht, wir erfahren es doch.""","""(Englisch) """"Seid nicht suchen.""""""","""Wie, wer er waren es doch."""
waren_0145-0750,Da ist sie war nicht.,"""Weltet, werlge ich ins Verteilt.""",Aber sie waren wir waren.
waren_0191-0865,Was erwartet.,Vielen Dank.,Gehartet.
waren_0212-0916,Das war die wahr.,Das sind singen die Welt.,Das war die wahr.
waren_0231-0962,"""Früher ja, Jaen Danke ich nicht.""",Das sind alle drei Hähkreich gehalten?,"""Früheriger ja, Jaen Dank."""
warum_0021-1827,"""Er istten, warum.""",(Applaus),"""""""Darauf nicht, warum!"""
warum_0025-0376,"""Wel wählen, warum?""","""Er, warum er, warum.""","""Wand ersehen, warum?"""
warum_0033-0422,Sportle er will ich nicht.,Super an der Herfelt als Zomberen,Sportlärer will ich nicht.
warum_0036-0426,"""Ich bin nur einigeilech.""""""",Vielen Dank.,Vielentscheiden.
warum_0077-0521,Das ist ungefähr im Woch.,Das ist ungefährs die Worlve lassen.,Das geht uns hier geworben.
warum_0089-0540,"""Ohn, warum wir die gleich.""","""Sch, Geobunden die Tschlitt, ohne ob","""""""Oh Schiebt, warum ihr die Gleich?"""
warum_0098-0558,Der Polege wohnungsel.,Wir nun hatten wir im Obtimer.,"""Der Kollege, warum Sie man."""
warum_0116-0595,Kosten warum machen?,"""Wann von """"Warum,?.",Was warum machen?
weil_0141-0034,(Applaus),Sie tun.,"""Genpass, ich zu."
weil_0138-0024,"""Reht gelegt, weil alles.""",Vielen Dank.,"""Degt, weil alles."""
warum_0116-0598,Und warum die Grück.,(Applaus) Warum sind wir etwas lech.,Warum nun von uns?
warum_0124-0611,"""Warum ist sehr gut, warum wir?""",Also auch immer?,"""Der Grund, warum wir."""
